match_id,date,home_team,away_team,home_score,away_score,tournament,neutral_site,home_elo_pre_x,away_elo_pre_x,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,competition_importance,result_label,goal_margin,total_goals,tournament_group,home_match_id,home_neutral_site,home_tournament_group,home_competition_importance,home_elo_pre_y,home_goals_for,home_goals_against,home_shots_for,home_shots_on_target_for,home_xg_for,home_xg_against,home_points,home_win_flag,home_goal_diff,home_form_points_last5,home_goal_diff_form_last5,home_goals_for_last5,home_goals_against_last5,home_shots_last5,home_shots_on_target_last5,home_xg_last5,home_xga_last5,home_win_rate_last5,home_elo_last,home_matches_played_prior,away_match_id,away_neutral_site,away_tournament_group,away_competition_importance,away_elo_pre_y,away_goals_for,away_goals_against,away_shots_for,away_shots_on_target_for,away_xg_for,away_xg_against,away_points,away_win_flag,away_goal_diff,away_form_points_last5,away_goal_diff_form_last5,away_goals_for_last5,away_goals_against_last5,away_shots_last5,away_shots_on_target_last5,away_xg_last5,away_xga_last5,away_win_rate_last5,away_elo_last,away_matches_played_prior,elo_diff,form_points_diff,goal_diff_form_diff,goals_for_diff,goals_against_diff,shots_diff,shots_on_target_diff,xg_diff,xga_diff,win_rate_diff,matches_played_diff
3257,2019-08-09,Tunisia,France,1,5,Nations League,0,1706.6,1935.9,5,11,2,5,0.77,1.63,0.75,away_win,-4,6,nations_league,3257,0,nations_league,0.75,1706.6,1,5,5,2,0.77,1.63,0,0,-4,0.8,-0.8,0.8,1.6,5.8,1.6,0.76,1.2899999999999998,0.2,1679.9,143,3257,0,nations_league,0.75,1935.9,5,1,11,5,1.63,0.77,3,1,4,2.4,2.2,3.6,1.4,10.2,3.8,1.6320000000000001,1.27,0.8,1922.6,145,-242.69999999999982,-1.5999999999999999,-3.0,-2.8,-0.20000000000000018,-4.3999999999999995,-2.1999999999999997,-0.8720000000000001,-0.019999999999999796,-0.6000000000000001,-2
3258,2019-08-09,Austria,Netherlands,0,2,Qualifier,0,1801.7,1906.6,6,7,1,3,1.15,1.69,0.85,away_win,-2,2,qualifier,3258,0,qualifier,0.85,1801.7,0,2,6,1,1.15,1.69,0,0,-2,1.2,-0.4,1.0,1.4,8.0,2.4,1.4140000000000001,1.362,0.4,1790.2,119,3258,0,qualifier,0.85,1906.6,2,0,7,3,1.69,1.15,3,1,2,2.4,1.4,2.8,1.4,10.6,3.6,1.4400000000000002,1.396,0.8,1894.0,125,-103.79999999999995,-1.2,-1.7999999999999998,-1.7999999999999998,0.0,-2.5999999999999996,-1.2000000000000002,-0.026000000000000023,0.03399999999999981,-0.4,-6
3259,2019-08-11,Morocco,Germany,0,2,Friendly,1,1836.2,1887.8,13,8,6,3,1.7,1.88,0.5,away_win,-2,2,friendly,3259,1,friendly,0.5,1836.2,0,2,13,6,1.7,1.88,0,0,-2,0.8,-0.2,1.0,1.2,9.8,3.6,1.8039999999999998,0.906,0.0,1889.1,138,3259,1,friendly,0.5,1887.8,2,0,8,3,1.88,1.7,3,1,2,2.6,2.2,2.6,0.4,7.8,2.8,1.762,0.932,0.8,1916.6,138,-27.5,-1.8,-2.4000000000000004,-1.6,-0.7999999999999999,2.000000000000001,0.8000000000000003,0.041999999999999815,0.026000000000000023,-0.8,0
3260,2019-08-12,Spain,Iran,4,2,World Cup,1,1890.5,1760.5,16,5,4,2,1.44,1.23,1.0,home_win,2,6,world_cup,3260,1,world_cup,1.0,1890.5,4,2,16,4,1.44,1.23,3,1,2,0.2,-1.2,0.4,1.6,8.0,2.8,1.722,1.3719999999999999,0.0,1941.4,142,3260,1,world_cup,1.0,1760.5,2,4,5,2,1.23,1.44,0,0,-2,0.6,-1.6,0.8,2.4,7.2,2.4,1.326,1.2500000000000002,0.0,1780.2,124,161.20000000000005,-0.39999999999999997,0.40000000000000013,-0.4,0.7999999999999998,0.7999999999999998,0.3999999999999999,0.3959999999999999,-0.12199999999999966,0.0,18
3261,2019-08-17,Argentina,England,4,1,Nations League,1,1982.9,1909.7,13,11,5,3,1.6,1.4,0.75,home_win,3,5,nations_league,3261,1,nations_league,0.75,1982.9,4,1,13,5,1.6,1.4,3,1,3,2.0,1.4,1.6,0.2,12.0,4.2,1.864,1.384,0.6,2008.9,129,3261,1,nations_league,0.75,1909.7,1,4,11,3,1.4,1.6,0,0,-3,2.0,1.0,2.2,1.2,8.0,2.6,1.702,1.064,0.6,1931.4,150,77.5,0.0,0.3999999999999999,-0.6000000000000001,1.0,4.0,1.6,0.16200000000000014,-0.31999999999999984,0.0,-21
3262,2019-08-17,Netherlands,South Korea,0,1,Nations League,0,1887.9,1777.3,12,7,4,1,2.02,1.36,0.75,away_win,-1,1,nations_league,3262,0,nations_league,0.75,1887.9,0,1,12,4,2.02,1.36,0,0,-1,2.4,1.4,2.6,1.2,10.0,3.6,1.3699999999999999,1.356,0.8,1906.6,126,3262,0,nations_league,0.75,1777.3,1,0,7,1,1.36,2.02,3,1,1,1.6,0.0,1.6,1.6,6.4,2.0,1.494,1.002,0.4,1778.2,134,128.39999999999986,0.7999999999999998,1.4,1.0,0.40000000000000013,3.5999999999999996,1.6,-0.12400000000000011,-0.3540000000000001,0.4,-8
3263,2019-08-18,Egypt,Switzerland,1,1,World Cup,1,1730.4,1846.4,8,6,4,3,1.19,1.45,1.0,draw,0,2,world_cup,3263,1,world_cup,1.0,1730.4,1,1,8,4,1.19,1.45,1,0,0,0.8,-0.6,1.4,2.0,5.6,2.6,0.86,1.1760000000000002,0.2,1699.0,132,3263,1,world_cup,1.0,1846.4,1,1,6,3,1.45,1.19,1,0,0,1.0,-0.2,1.8,2.0,9.4,2.8,1.338,1.512,0.2,1824.1,130,-125.09999999999991,-0.19999999999999996,-0.39999999999999997,-0.40000000000000013,0.0,-3.8000000000000007,-0.19999999999999973,-0.4780000000000001,0.33599999999999985,0.0,2
3264,2019-08-19,Denmark,Germany,1,1,Nations League,0,1852.7,1908.0,10,10,2,2,1.61,1.24,0.75,draw,0,2,nations_league,3264,0,nations_league,0.75,1852.7,1,1,10,2,1.61,1.24,1,0,0,2.4,0.6,2.4,1.8,7.6,2.6,1.6759999999999997,1.322,0.8,1851.9,149,3264,0,nations_league,0.75,1908.0,1,1,10,2,1.24,1.61,1,0,0,2.6,2.0,2.4,0.4,8.0,2.8,1.7739999999999998,1.0859999999999999,0.8,1887.8,139,-35.899999999999864,-0.20000000000000018,-1.4,0.0,-1.4,-0.40000000000000036,-0.19999999999999973,-0.09800000000000009,-0.2360000000000002,0.0,10
3265,2019-08-22,Colombia,Sweden,1,1,Continental Cup,1,1822.4,1758.3,9,6,3,2,1.36,0.84,0.92,draw,0,2,continental,3265,1,continental,0.92,1822.4,1,1,9,3,1.36,0.84,1,0,0,1.8,1.2,2.0,0.8,8.6,2.6,1.444,0.7879999999999999,0.4,1816.7,133,3265,1,continental,0.92,1758.3,1,1,6,2,0.84,1.36,1,0,0,0.6,-1.6,1.0,2.6,6.6,2.2,0.8219999999999998,1.314,0.2,1782.0,128,34.700000000000045,1.2000000000000002,2.8,1.0,1.8,2.0,0.3999999999999999,0.6220000000000001,0.5260000000000001,0.2,5
3266,2019-08-23,Turkey,Nigeria,0,0,Continental Cup,1,1754.1,1728.8,9,3,3,1,1.57,0.96,0.92,draw,0,0,continental,3266,1,continental,0.92,1754.1,0,0,9,3,1.57,0.96,1,0,0,1.6,0.8,1.0,0.2,7.4,2.0,0.8899999999999999,1.3359999999999999,0.4,1724.5,141,3266,1,continental,0.92,1728.8,0,0,3,1,0.96,1.57,1,0,0,0.8,-1.0,0.6,1.6,7.8,3.2,1.276,1.514,0.2,1782.0,142,-57.5,0.8,1.8,0.4,1.4000000000000001,-0.39999999999999947,-1.2000000000000002,-0.3860000000000001,0.17800000000000016,0.2,-1
3267,2019-08-24,Sweden,Mexico,0,1,Continental Cup,1,1736.3,1836.3,8,10,3,2,1.17,1.27,0.92,away_win,-1,1,continental,3267,1,continental,0.92,1736.3,0,1,8,3,1.17,1.27,0,0,-1,0.2,-2.0,0.6,2.6,5.6,1.8,0.8720000000000001,1.2020000000000002,0.0,1758.3,129,3267,1,continental,0.92,1836.3,1,0,10,2,1.27,1.17,3,1,1,1.6,0.6,1.2,0.6,6.8,1.8,1.512,1.3559999999999999,0.4,1767.9,154,-9.600000000000136,-1.4000000000000001,-2.6,-0.6,-2.0,-1.2000000000000002,0.0,-0.6399999999999999,0.1539999999999997,-0.4,-25
3268,2019-08-25,Peru,Senegal,1,2,Friendly,0,1718.9,1820.0,7,6,1,3,1.33,1.17,0.5,away_win,-1,3,friendly,3268,0,friendly,0.5,1718.9,1,2,7,1,1.33,1.17,0,0,-1,0.6,-0.6,1.0,1.6,5.8,2.4,1.108,1.55,0.0,1721.5,131,3268,0,friendly,0.5,1820.0,2,1,6,3,1.17,1.33,3,1,1,1.8,0.0,2.0,2.0,7.2,2.4,1.4579999999999997,1.232,0.6,1806.7,134,-85.20000000000005,-1.2000000000000002,-0.6,-1.0,0.3999999999999999,-1.4000000000000004,0.0,-0.34999999999999964,-0.31800000000000006,-0.6,-3
3269,2019-08-25,Switzerland,Belgium,0,1,Nations League,0,1832.4,1879.5,10,10,3,3,1.92,1.3,0.75,away_win,-1,1,nations_league,3269,0,nations_league,0.75,1832.4,0,1,10,3,1.92,1.3,0,0,-1,1.0,-0.2,1.6,1.8,9.2,3.0,1.334,1.448,0.2,1846.4,131,3269,0,nations_league,0.75,1879.5,1,0,10,3,1.3,1.92,3,1,1,1.4,0.4,2.2,1.8,8.6,3.2,1.72,1.0,0.4,1889.2,123,-42.799999999999955,-0.3999999999999999,-0.6000000000000001,-0.6000000000000001,0.0,0.5999999999999996,-0.20000000000000018,-0.3859999999999999,-0.44799999999999995,-0.2,8
3270,2019-08-25,Colombia,Mexico,3,0,Qualifier,0,1814.7,1817.7,13,5,4,1,2.15,1.1,0.85,home_win,3,3,qualifier,3270,0,qualifier,0.85,1814.7,3,0,13,4,2.15,1.1,3,1,3,1.4,0.6,1.6,1.0,8.2,2.4,1.324,0.8099999999999999,0.2,1822.4,134,3270,0,qualifier,0.85,1817.7,0,3,5,1,1.1,2.15,0,0,-3,1.6,0.4,0.8,0.4,7.4,1.6,1.428,1.292,0.4,1836.3,155,-13.899999999999864,-0.20000000000000018,0.19999999999999996,0.8,-0.6,0.7999999999999989,0.7999999999999998,-0.10399999999999987,0.4820000000000001,-0.2,-21
3271,2019-08-26,Spain,Saudi Arabia,1,0,Nations League,0,1927.4,1669.4,11,8,2,1,2.36,0.58,0.75,home_win,1,1,nations_league,3271,0,nations_league,0.75,1927.4,1,0,11,2,2.36,0.58,3,1,1,0.8,-0.4,1.0,1.4,10.0,3.2,1.8039999999999998,1.1800000000000002,0.2,1890.5,143,3271,0,nations_league,0.75,1669.4,0,1,8,1,0.58,2.36,0,0,-1,0.6,-1.4,1.0,2.4,4.8,1.6,0.748,1.8980000000000001,0.0,1658.9,133,231.5999999999999,0.20000000000000007,0.9999999999999999,0.0,1.0,5.2,1.6,1.0559999999999998,0.718,0.2,10
3272,2019-08-27,Poland,Denmark,1,1,Qualifier,1,1771.9,1837.5,5,11,1,4,1.07,1.46,0.85,draw,0,2,qualifier,3272,1,qualifier,0.85,1771.9,1,1,5,1,1.07,1.46,1,0,0,1.2,0.0,0.2,0.2,7.2,2.2,1.1,1.2260000000000002,0.2,1748.8,146,3272,1,qualifier,0.85,1837.5,1,1,11,4,1.46,1.07,1,0,0,2.0,0.2,2.2,2.0,7.0,2.4,1.634,1.334,0.6,1852.7,150,-103.90000000000009,-0.8,-0.2,-2.0,1.8,0.20000000000000018,-0.19999999999999973,-0.5339999999999998,0.10799999999999987,-0.39999999999999997,-4
3273,2019-08-28,Portugal,Paraguay,2,0,Continental Cup,1,1881.7,1746.6,9,7,3,0,1.79,0.84,0.92,home_win,2,2,continental,3273,1,continental,0.92,1881.7,2,0,9,3,1.79,0.84,3,1,2,2.0,0.8,2.0,1.2,11.2,4.0,1.908,1.052,0.6,1904.1,153,3273,1,continental,0.92,1746.6,0,2,7,0,0.84,1.79,0,0,-2,2.6,1.0,1.6,0.6,5.2,2.0,1.1260000000000001,1.616,0.8,1708.0,143,196.0999999999999,-0.6000000000000001,-0.19999999999999996,0.3999999999999999,-0.6,5.999999999999999,2.0,0.7819999999999998,0.5640000000000001,-0.20000000000000007,10
3274,2019-08-28,Austria,Senegal,2,3,Friendly,0,1842.4,1814.8,12,8,5,4,1.01,1.32,0.5,away_win,-1,5,friendly,3274,0,friendly,0.5,1842.4,2,3,12,5,1.01,1.32,0,0,-1,0.6,-1.0,0.6,1.6,8.2,2.2,1.44,1.4060000000000001,0.2,1801.7,120,3274,0,friendly,0.5,1814.8,3,2,8,4,1.32,1.01,3,1,1,1.8,0.0,2.0,2.0,7.2,2.2,1.4,1.3359999999999999,0.6,1820.0,135,-18.299999999999955,-1.2000000000000002,-1.0,-1.4,0.3999999999999999,0.9999999999999991,0.0,0.040000000000000036,-0.07000000000000028,-0.39999999999999997,-15
3275,2019-08-28,Mexico,Norway,1,1,Qualifier,0,1788.7,1779.8,9,4,3,1,1.36,1.29,0.85,draw,0,2,qualifier,3275,0,qualifier,0.85,1788.7,1,1,9,3,1.36,1.29,1,0,0,1.0,-0.8,0.2,1.0,6.6,1.2,1.224,1.522,0.2,1817.7,156,3275,0,qualifier,0.85,1779.8,1,1,4,1,1.29,1.36,1,0,0,1.4,0.0,1.0,1.0,8.8,3.0,1.452,1.0560000000000003,0.4,1804.8,120,12.900000000000091,-0.3999999999999999,-0.8,-0.8,0.0,-2.200000000000001,-1.8,-0.22799999999999998,-0.46599999999999975,-0.2,36
3276,2019-08-28,Canada,Switzerland,1,2,World Cup,1,1753.4,1829.7,7,5,2,2,1.27,1.47,1.0,away_win,-1,3,world_cup,3276,1,world_cup,1.0,1753.4,1,2,7,2,1.27,1.47,0,0,-1,2.2,1.4,2.2,0.8,7.2,3.0,1.33,1.0699999999999998,0.6,1778.7,119,3276,1,world_cup,1.0,1829.7,2,1,5,2,1.47,1.27,3,1,1,1.0,-0.2,1.2,1.4,9.0,2.8,1.4780000000000002,1.4,0.2,1832.4,132,-53.700000000000045,1.2000000000000002,1.5999999999999999,1.0000000000000002,0.5999999999999999,-1.7999999999999998,0.20000000000000018,-0.14800000000000013,0.33000000000000007,0.39999999999999997,-13
3277,2019-08-29,Portugal,Saudi Arabia,1,2,Friendly,1,1903.2,1653.4,9,6,2,2,1.58,0.8,0.5,away_win,-1,3,friendly,3277,1,friendly,0.5,1903.2,1,2,9,2,1.58,0.8,0,0,-1,2.0,1.0,2.0,1.0,10.4,3.8,1.86,1.06,0.6,1881.7,154,3277,1,friendly,0.5,1653.4,2,1,6,2,0.8,1.58,3,1,1,0.4,-1.6,0.6,2.2,5.4,1.4,0.752,2.0620000000000003,0.0,1669.4,134,212.29999999999995,1.6,2.6,1.4,1.2000000000000002,5.0,2.4,1.108,1.0020000000000002,0.6,20
3278,2019-08-29,Italy,Algeria,2,2,Continental Cup,0,1851.5,1713.9,10,5,4,2,1.9,0.33,0.92,draw,0,4,continental,3278,0,continental,0.92,1851.5,2,2,10,4,1.9,0.33,1,0,0,1.2,0.0,0.8,0.8,8.4,1.8,1.6199999999999999,1.48,0.2,1857.3,149,3278,0,continental,0.92,1713.9,2,2,5,2,0.33,1.9,1,0,0,2.4,1.0,2.2,1.2,8.0,2.8,1.17,1.4240000000000002,0.8,1769.7,147,87.59999999999991,-1.2,-1.0,-1.4000000000000001,0.3999999999999999,0.40000000000000036,-0.9999999999999998,0.44999999999999996,-0.05599999999999983,-0.6000000000000001,2
3279,2019-08-29,Canada,Poland,2,1,Qualifier,0,1748.6,1759.8,10,9,2,4,1.63,0.77,0.85,home_win,1,3,qualifier,3279,0,qualifier,0.85,1748.6,2,1,10,2,1.63,0.77,3,1,1,1.6,0.8,2.0,1.2,7.0,2.8,1.3199999999999998,1.2419999999999998,0.4,1753.4,120,3279,0,qualifier,0.85,1759.8,1,2,9,4,0.77,1.63,0,0,-1,0.8,-0.2,0.2,0.4,6.6,1.8,1.08,1.188,0.0,1771.9,147,-18.5,0.8,1.0,1.8,-0.7999999999999999,0.40000000000000036,0.9999999999999998,0.23999999999999977,-0.053999999999999826,0.4,-27
3280,2019-08-30,Senegal,Japan,0,1,Continental Cup,1,1828.3,1856.5,7,5,2,1,0.47,1.67,0.92,away_win,-1,1,continental,3280,1,continental,0.92,1828.3,0,1,7,2,0.47,1.67,0,0,-1,2.4,0.8,2.4,1.6,7.8,2.8,1.464,1.23,0.8,1814.8,136,3280,1,continental,0.92,1856.5,1,0,5,1,1.67,0.47,3,1,1,1.0,-0.4,1.2,1.6,9.4,2.2,1.294,1.682,0.2,1781.2,117,33.59999999999991,1.4,1.2000000000000002,1.2,0.0,-1.6000000000000005,0.5999999999999996,0.16999999999999993,0.45199999999999996,0.6000000000000001,19
3281,2019-08-31,Colombia,Uzbekistan,0,1,Nations League,1,1799.4,1665.8,9,8,4,2,1.42,0.1,0.75,away_win,-1,1,nations_league,3281,1,nations_league,0.75,1799.4,0,1,9,4,1.42,0.1,0,0,-1,1.8,1.2,1.8,0.6,9.0,2.8,1.4460000000000002,0.9179999999999999,0.4,1814.7,135,3281,1,nations_league,0.75,1665.8,1,0,8,2,0.1,1.42,3,1,1,0.8,-1.0,1.4,2.4,5.4,2.2,0.844,1.5699999999999998,0.2,1642.2,130,172.5,1.0,2.2,0.40000000000000013,1.7999999999999998,3.5999999999999996,0.5999999999999996,0.6020000000000002,0.6519999999999999,0.2,5
3282,2019-09-02,Iran,South Korea,3,1,Friendly,1,1744.1,1797.4,7,4,4,1,1.76,1.24,0.5,home_win,2,4,friendly,3282,1,friendly,0.5,1744.1,3,1,7,4,1.76,1.24,3,1,2,0.4,-2.0,1.0,3.0,6.0,2.2,1.234,1.3199999999999998,0.0,1760.5,125,3282,1,friendly,0.5,1797.4,1,3,4,1,1.24,1.76,0,0,-2,2.2,1.0,1.8,0.8,6.4,1.8,1.532,1.032,0.6,1777.3,135,-16.799999999999955,-1.8000000000000003,-3.0,-0.8,-2.2,-0.40000000000000036,0.40000000000000013,-0.29800000000000004,-0.2879999999999998,-0.6,-10
3283,2019-09-04,Austria,Brazil,2,2,World Cup,1,1765.5,1970.6,6,11,2,4,0.86,1.55,1.0,draw,0,4,world_cup,3283,1,world_cup,1.0,1765.5,2,2,6,2,0.86,1.55,1,0,0,0.6,-1.0,0.8,1.8,8.8,2.8,1.262,1.508,0.2,1842.4,121,3283,1,world_cup,1.0,1970.6,2,2,11,4,1.55,0.86,1,0,0,2.6,1.2,2.0,0.8,11.2,3.8,1.85,0.9739999999999999,0.8,1953.6,138,-111.19999999999982,-2.0,-2.2,-1.2,-1.0,-2.3999999999999986,-1.0,-0.5880000000000001,-0.5340000000000001,-0.6000000000000001,-17
3284,2019-09-04,Qatar,Turkey,1,1,Nations League,0,1706.6,1798.1,7,4,2,1,1.05,0.99,0.75,draw,0,2,nations_league,3284,0,nations_league,0.75,1706.6,1,1,7,2,1.05,0.99,1,0,0,0.8,-0.6,1.4,2.0,7.0,3.2,0.8280000000000001,1.298,0.2,1651.2,135,3284,0,nations_league,0.75,1798.1,1,1,4,1,0.99,1.05,1,0,0,1.8,1.0,1.0,0.0,8.6,2.6,1.0939999999999999,1.126,0.4,1754.1,142,-102.89999999999986,-1.0,-1.6,0.3999999999999999,-2.0,-1.5999999999999996,0.6000000000000001,-0.2659999999999998,-0.17200000000000015,-0.2,-7
3285,2019-09-04,Switzerland,England,1,0,Qualifier,0,1877.2,1913.4,8,3,3,0,1.71,2.03,0.85,home_win,1,1,qualifier,3285,0,qualifier,0.85,1877.2,1,0,8,3,1.71,2.03,3,1,1,1.4,0.0,1.4,1.4,8.2,2.6,1.472,1.408,0.4,1829.7,133,3285,0,qualifier,0.85,1913.4,0,1,3,0,2.03,1.71,0,0,-1,1.8,0.4,2.4,2.0,9.0,3.2,1.684,1.098,0.6,1909.7,151,-80.0,-0.40000000000000013,-0.4,-1.0,0.6000000000000001,-0.8000000000000007,-0.6000000000000001,-0.21199999999999997,-0.30999999999999983,-0.19999999999999996,-18
3286,2019-09-05,Croatia,France,1,1,Qualifier,0,1812.9,1962.1,6,8,3,3,1.3,1.38,0.85,draw,0,2,qualifier,3286,0,qualifier,0.85,1812.9,1,1,6,3,1.3,1.38,1,0,0,2.0,0.4,1.8,1.4,6.8,2.4,1.436,1.196,0.6,1861.8,138,3286,0,qualifier,0.85,1962.1,1,1,8,3,1.38,1.3,1,0,0,2.4,2.0,3.6,1.6,9.2,3.8,1.53,1.252,0.8,1935.9,146,-74.10000000000014,-0.3999999999999999,-1.6,-1.8,0.20000000000000018,-2.3999999999999995,-1.4,-0.09400000000000008,0.05600000000000005,-0.20000000000000007,-8
3287,2019-09-07,Germany,Tunisia,1,1,World Cup,1,1931.7,1677.9,15,4,6,1,1.8,0.67,1.0,draw,0,2,world_cup,3287,1,world_cup,1.0,1931.7,1,1,15,6,1.8,0.67,1,0,0,2.6,2.0,2.4,0.4,9.2,3.0,1.7759999999999998,1.108,0.8,1908.0,140,3287,1,world_cup,1.0,1677.9,1,1,4,1,0.67,1.8,1,0,0,0.8,-1.4,0.8,2.2,6.0,1.8,0.82,1.3679999999999999,0.2,1706.6,144,201.4000000000001,1.8,3.4,1.5999999999999999,1.8000000000000003,3.1999999999999993,1.2,0.9559999999999998,0.2599999999999998,0.6000000000000001,-4
3288,2019-09-07,Morocco,Algeria,1,3,Qualifier,0,1882.1,1709.9,13,6,3,3,2.09,1.34,0.85,away_win,-2,4,qualifier,3288,0,qualifier,0.85,1882.1,1,3,13,3,2.09,1.34,0,0,-2,0.6,-0.6,0.8,1.4,9.8,3.6,1.766,1.168,0.0,1836.2,139,3288,0,qualifier,0.85,1709.9,3,1,6,3,1.34,2.09,3,1,2,2.0,0.8,2.2,1.4,6.4,2.4,0.9879999999999999,1.7100000000000002,0.6,1713.9,148,122.29999999999995,-1.4,-1.4,-1.4000000000000001,0.0,3.4000000000000004,1.2000000000000002,0.7780000000000001,0.5420000000000003,-0.6,-9
3289,2019-09-08,Japan,Spain,0,1,World Cup,1,1795.7,1909.4,11,7,0,1,1.72,1.48,1.0,away_win,-1,1,world_cup,3289,1,world_cup,1.0,1795.7,0,1,11,0,1.72,1.48,0,0,-1,1.6,0.4,1.2,0.8,9.0,2.0,1.3820000000000001,1.338,0.4,1856.5,118,3289,1,world_cup,1.0,1909.4,1,0,7,1,1.48,1.72,3,1,1,1.4,0.0,1.2,1.2,10.2,2.8,1.8920000000000001,1.116,0.4,1927.4,144,-70.90000000000009,0.20000000000000018,0.4,0.0,0.3999999999999999,-1.1999999999999993,-0.7999999999999998,-0.51,-0.22199999999999998,0.0,-26
3290,2019-09-09,New Zealand,England,2,1,Nations League,0,1642.3,1920.8,7,6,4,2,0.69,1.57,0.75,home_win,1,3,nations_league,3290,0,nations_league,0.75,1642.3,2,1,7,4,0.69,1.57,3,1,1,2.4,0.6,1.4,0.8,6.4,2.6,0.76,1.9400000000000002,0.8,1619.1,130,3290,0,nations_league,0.75,1920.8,1,2,6,2,1.57,0.69,0,0,-1,1.2,0.0,1.8,1.8,8.4,2.6,1.8700000000000003,1.1680000000000001,0.4,1913.4,152,-294.3000000000002,1.2,0.6,-0.40000000000000013,1.0,-2.0,0.0,-1.1100000000000003,-0.772,0.4,-22
3292,2019-09-10,Portugal,Japan,4,1,Friendly,0,1921.7,1812.0,8,12,4,5,1.71,0.69,0.5,home_win,3,5,friendly,3292,0,friendly,0.5,1921.7,4,1,8,4,1.71,0.69,3,1,3,1.4,0.6,2.0,1.4,10.8,3.6,1.794,0.8380000000000001,0.4,1903.2,155,3292,0,friendly,0.5,1812.0,1,4,12,5,0.69,1.71,0,0,-3,1.6,0.4,1.0,0.6,9.4,1.6,1.4240000000000002,1.276,0.4,1795.7,119,107.5,-0.20000000000000018,0.19999999999999996,1.0,-0.7999999999999999,1.4000000000000004,2.0,0.3699999999999999,0.43799999999999994,0.0,36
3291,2019-09-10,Saudi Arabia,Sweden,1,0,Friendly,0,1691.4,1756.0,6,9,4,2,0.36,1.36,0.5,home_win,1,1,friendly,3291,0,friendly,0.5,1691.4,1,0,6,4,0.36,1.36,3,1,1,0.8,-1.4,0.8,2.2,5.6,1.6,0.714,1.9780000000000002,0.2,1653.4,135,3291,0,friendly,0.5,1756.0,0,1,9,2,1.36,0.36,0,0,-1,0.2,-2.0,0.6,2.6,6.0,1.8,0.9579999999999999,1.252,0.0,1736.3,130,-82.89999999999986,0.6000000000000001,0.6000000000000001,0.20000000000000007,0.3999999999999999,-0.40000000000000036,-0.19999999999999996,-0.24399999999999988,-0.7260000000000002,0.2,5
3294,2019-09-10,Norway,Saudi Arabia,2,1,Nations League,0,1790.4,1684.6,12,8,4,3,1.47,0.78,0.75,home_win,1,3,nations_league,3294,0,nations_league,0.75,1790.4,2,1,12,4,1.47,0.78,3,1,1,1.6,0.2,1.2,1.0,8.0,3.0,1.434,1.15,0.4,1779.8,121,3294,0,nations_league,0.75,1684.6,1,2,8,3,0.78,1.47,0,0,-1,1.4,-0.4,1.0,1.4,5.8,2.0,0.5780000000000001,1.8800000000000001,0.4,1691.4,136,88.39999999999986,0.20000000000000018,0.6000000000000001,0.19999999999999996,0.3999999999999999,2.2,1.0,0.8559999999999999,0.7300000000000002,0.0,-15
3293,2019-09-10,Uzbekistan,Brazil,1,1,Nations League,1,1631.8,1970.0,6,14,2,5,0.67,2.22,0.75,draw,0,2,nations_league,3293,1,nations_league,0.75,1631.8,1,1,6,2,0.67,2.22,1,0,0,1.2,-0.8,1.2,2.0,5.8,2.2,0.7020000000000001,1.6199999999999999,0.4,1665.8,131,3293,1,nations_league,0.75,1970.0,1,1,14,5,2.22,0.67,1,0,0,2.2,0.6,1.8,1.2,10.8,3.8,1.7120000000000002,1.042,0.6,1970.6,139,-304.79999999999995,-1.0000000000000002,-1.4,-0.6000000000000001,-0.8,-5.000000000000001,-1.5999999999999996,-1.0100000000000002,-0.5779999999999998,-0.19999999999999996,-8
3295,2019-09-12,Colombia,Wales,2,0,World Cup,1,1826.8,1686.4,7,6,2,1,1.51,1.22,1.0,home_win,2,2,world_cup,3295,1,world_cup,1.0,1826.8,2,0,7,2,1.51,1.22,3,1,2,1.2,0.4,1.2,0.8,9.6,3.0,1.4460000000000002,0.7100000000000001,0.2,1799.4,136,3295,1,world_cup,1.0,1686.4,0,2,6,1,1.22,1.51,0,0,-2,1.0,0.2,1.8,1.6,6.4,2.6,1.1380000000000001,1.296,0.2,1707.6,162,91.80000000000018,0.19999999999999996,0.2,-0.6000000000000001,0.8,3.1999999999999993,0.3999999999999999,0.30800000000000005,0.586,0.0,-26
3296,2019-09-13,Senegal,Colombia,2,1,Continental Cup,1,1820.0,1845.8,8,10,2,3,1.15,0.99,0.92,home_win,1,3,continental,3296,1,continental,0.92,1820.0,2,1,8,2,1.15,0.99,3,1,1,1.8,0.4,2.0,1.6,8.0,2.8,1.2,1.2879999999999998,0.6,1828.3,137,3296,1,continental,0.92,1845.8,1,2,10,3,0.99,1.15,0,0,-1,1.6,0.8,1.2,0.4,9.0,3.0,1.436,0.8280000000000001,0.4,1826.8,137,1.5,0.19999999999999996,-0.4,0.8,-1.2000000000000002,-1.0,-0.20000000000000018,-0.236,-0.45999999999999974,0.19999999999999996,0
